PlotID,TreeID,YR,PrevYR,Status,DBH,Species,Latitude,Longitude,PA,TreeH,AGB,Country,ForestType,Bioregion,Continent,Locality
MEX-0086,MEX-0086-T04,1958,,0,49.8,Eucalyptus camaldulensis,19.93305,-98.22854,0.5,15.7,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 4
MEX-0086,MEX-0086-T05,1958,,0,57.8,Fagus sylvatica,19.93305,-98.22854,0.5,23.5,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 4
MEX-0086,MEX-0086-T06,1958,,0,15.6,Avicennia germinans,19.93305,-98.22854,0.5,25.6,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 4
MEX-0087,MEX-0087-T01,2002,,0,39.8,Milicia excelsa,17.81692,-97.25326,0.04,9.0,3.162,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T02,2002,,0,16.6,Quercus robur,17.81692,-97.25326,0.04,22.3,1.528,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T03,2002,,0,57.3,Acer saccharum,17.81692,-97.25326,0.04,17.2,2.111,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T04,2002,,0,31.7,Quercus robur,17.81692,-97.25326,0.04,26.5,2.679,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T05,2002,,0,33.6,Inga edulis,17.81692,-97.25326,0.04,15.3,3.261,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T06,2002,,0,44.6,Avicennia germinans,17.81692,-97.25326,0.04,17.0,4.369,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T07,2002,,0,13.8,Eucalyptus camaldulensis,17.81692,-97.25326,0.04,20.8,1.227,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0087,MEX-0087-T08,2002,,0,9.5,Juniperus thurifera,17.81692,-97.25326,0.04,23.4,4.152,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 5
MEX-0088,MEX-0088-T01,2019,,0,18.7,Eucalyptus camaldulensis,19.3259,-92.08182,0.04,37.2,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T02,2019,,1,43.8,Betula pendula,19.3259,-92.08182,0.04,31.7,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T03,2019,,0,24.7,Pinus sylvestris,19.3259,-92.08182,0.04,31.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T04,2019,,0,29.4,Rhizophora mangle,19.3259,-92.08182,0.04,21.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T05,2019,,0,55.7,Tsuga canadensis,19.3259,-92.08182,0.04,17.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T06,2019,,0,54.3,Populus tremula,19.3259,-92.08182,0.04,21.1,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T07,2019,,0,45.0,Betula pendula,19.3259,-92.08182,0.04,33.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T08,2019,,0,16.6,Avicennia germinans,19.3259,-92.08182,0.04,11.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T09,2019,,0,45.7,Inga edulis,19.3259,-92.08182,0.04,35.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0088,MEX-0088-T10,2019,,0,46.1,Rhizophora mangle,19.3259,-92.08182,0.04,30.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 6
MEX-0089,MEX-0089-T01,1940,,0,49.2,Eperua falcata,17.03535,-97.52256,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 7
MEX-0089,MEX-0089-T02,1940,,0,56.5,Eperua falcata,17.03535,-97.52256,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 7
MEX-0089,MEX-0089-T03,1940,,0,40.2,Cecropia obtusa,17.03535,-97.52256,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 7
MEX-0089,MEX-0089-T04,1940,,0,34.4,Ocotea aciphylla,17.03535,-97.52256,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 7
MEX-0089,MEX-0089-T05,1940,,0,9.5,Juniperus thurifera,17.03535,-97.52256,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 7
MEX-0089,MEX-0089-T06,1940,,0,49.5,Acer saccharum,17.03535,-97.52256,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 7
MEX-0090,MEX-0090-T01,1946,,0,52.5,Eucalyptus camaldulensis,19.88383,-99.34088,0.04,26.3,3.388,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0090,MEX-0090-T02,1946,,0,20.4,Khaya ivorensis,19.88383,-99.34088,0.04,23.0,0.218,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0090,MEX-0090-T03,1946,,0,26.3,Pinus sylvestris,19.88383,-99.34088,0.04,27.6,1.927,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0090,MEX-0090-T04,1946,,0,44.5,Inga edulis,19.88383,-99.34088,0.04,22.4,1.189,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0090,MEX-0090-T05,1946,,0,16.8,Acer saccharum,19.88383,-99.34088,0.04,28.5,3.757,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0090,MEX-0090-T06,1946,,0,26.7,Pinus sylvestris,19.88383,-99.34088,0.04,30.0,2.958,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0090,MEX-0090-T07,1946,,0,16.7,Quercus robur,19.88383,-99.34088,0.04,11.9,2.291,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 8
MEX-0091,MEX-0091-T01,1952,,0,43.3,Avicennia germinans,17.86139,-93.43945,0.5,28.1,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 9
MEX-0091,MEX-0091-T02,1952,,0,24.4,Fagus sylvatica,17.86139,-93.43945,0.5,15.8,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 9
MEX-0091,MEX-0091-T03,1952,,0,51.6,Quercus ilex,17.86139,-93.43945,0.5,35.2,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 9
MEX-0091,MEX-0091-T04,1952,,0,46.4,Avicennia germinans,17.86139,-93.43945,0.5,33.3,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 9
MEX-0091,MEX-0091-T05,1952,,0,50.4,Picea abies,17.86139,-93.43945,0.5,37.4,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 9
MEX-0092,MEX-0092-T01,2002,,0,12.3,Milicia excelsa,16.10938,-96.91134,0.1,8.2,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T02,2002,,0,21.9,Juniperus thurifera,16.10938,-96.91134,0.1,23.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T03,2002,,1,31.5,Rhizophora mangle,16.10938,-96.91134,0.1,21.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T04,2002,,0,32.9,Avicennia germinans,16.10938,-96.91134,0.1,9.5,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T05,2002,,0,21.6,Ocotea aciphylla,16.10938,-96.91134,0.1,18.1,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T06,2002,,0,37.3,Quercus robur,16.10938,-96.91134,0.1,13.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T07,2002,,1,32.1,Quercus robur,16.10938,-96.91134,0.1,16.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0092,MEX-0092-T08,2002,,0,27.3,Picea abies,16.10938,-96.91134,0.1,9.1,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 10
MEX-0093,MEX-0093-T01,1941,,0,12.5,Acer saccharum,21.25836,-93.81969,1.0,10.8,3.276,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 11
MEX-0093,MEX-0093-T02,1941,,0,56.2,Cecropia obtusa,21.25836,-93.81969,1.0,18.4,2.072,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 11
MEX-0093,MEX-0093-T03,1941,,1,38.7,Eucalyptus camaldulensis,21.25836,-93.81969,1.0,9.2,1.483,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 11
MEX-0093,MEX-0093-T04,1941,,0,60.7,Quercus ilex,21.25836,-93.81969,1.0,27.1,3.972,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 11
MEX-0093,MEX-0093-T05,1941,,0,26.2,Pinus sylvestris,21.25836,-93.81969,1.0,27.1,1.373,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 11
MEX-0093,MEX-0093-T06,1941,,0,59.3,Acer saccharum,21.25836,-93.81969,1.0,15.7,2.945,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 11
MEX-0094,MEX-0094-T01,1951,,0,60.1,Cecropia obtusa,19.66357,-92.47609,0.5,31.8,2.578,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T02,1951,,0,35.8,Quercus ilex,19.66357,-92.47609,0.5,33.6,1.112,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T03,1951,,0,39.0,Ocotea aciphylla,19.66357,-92.47609,0.5,14.5,4.211,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T04,1951,,0,23.0,Acer saccharum,19.66357,-92.47609,0.5,28.1,2.729,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T05,1951,,0,23.4,Milicia excelsa,19.66357,-92.47609,0.5,8.2,0.948,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T06,1951,,0,15.0,Milicia excelsa,19.66357,-92.47609,0.5,16.0,2.704,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T07,1951,,0,13.2,Eperua falcata,19.66357,-92.47609,0.5,14.7,3.196,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T08,1951,,0,23.5,Quercus ilex,19.66357,-92.47609,0.5,29.4,3.725,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T09,1951,,0,40.1,Khaya ivorensis,19.66357,-92.47609,0.5,24.2,2.151,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T10,1951,,0,26.4,Eperua falcata,19.66357,-92.47609,0.5,18.4,2.011,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0094,MEX-0094-T11,1951,,0,19.4,Avicennia germinans,19.66357,-92.47609,0.5,28.9,3.035,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 12
MEX-0095,MEX-0095-T01,2014,,0,54.0,Milicia excelsa,20.66874,-94.97093,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 13
MEX-0095,MEX-0095-T02,2014,,0,34.3,Khaya ivorensis,20.66874,-94.97093,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 13
MEX-0095,MEX-0095-T03,2014,,0,19.2,Pinus sylvestris,20.66874,-94.97093,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 13
MEX-0095,MEX-0095-T04,2014,,0,24.4,Ocotea aciphylla,20.66874,-94.97093,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 13
MEX-0095,MEX-0095-T05,2014,,1,44.4,Rhizophora mangle,20.66874,-94.97093,0.5,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 13
MEX-0096,MEX-0096-T01,1935,,0,41.7,Acer saccharum,20.5787,-97.27209,1.0,24.9,1.881,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T01,1945,1935,0,40.8,Acer saccharum,20.5787,-97.27209,1.0,24.9,1.881,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T02,1935,,0,28.3,Populus tremula,20.5787,-97.27209,1.0,24.1,1.715,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T02,1945,1935,0,28.6,Populus tremula,20.5787,-97.27209,1.0,24.1,1.715,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T03,1935,,0,38.8,Picea abies,20.5787,-97.27209,1.0,13.4,0.733,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T03,1945,1935,0,38.1,Picea abies,20.5787,-97.27209,1.0,13.4,0.733,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T04,1935,,0,30.6,Tsuga canadensis,20.5787,-97.27209,1.0,26.0,1.451,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T04,1945,1935,0,31.6,Tsuga canadensis,20.5787,-97.27209,1.0,26.0,1.451,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T05,1935,,0,25.2,Khaya ivorensis,20.5787,-97.27209,1.0,24.1,1.777,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T05,1945,1935,0,25.0,Khaya ivorensis,20.5787,-97.27209,1.0,24.1,1.777,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T06,1935,,1,16.5,Rhizophora mangle,20.5787,-97.27209,1.0,34.2,1.812,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T06,1945,1935,0,16.2,Rhizophora mangle,20.5787,-97.27209,1.0,34.2,1.812,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T07,1935,,0,57.0,Milicia excelsa,20.5787,-97.27209,1.0,19.5,2.946,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T07,1945,1935,0,57.2,Milicia excelsa,20.5787,-97.27209,1.0,19.5,2.946,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T08,1935,,0,40.9,Betula pendula,20.5787,-97.27209,1.0,23.1,0.381,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T08,1945,1935,0,40.1,Betula pendula,20.5787,-97.27209,1.0,23.1,0.381,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T09,1935,,0,38.7,Acer saccharum,20.5787,-97.27209,1.0,22.2,0.428,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0096,MEX-0096-T09,1945,1935,0,38.7,Acer saccharum,20.5787,-97.27209,1.0,22.2,0.428,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 14
MEX-0097,MEX-0097-T01,2007,,0,54.6,Eucalyptus camaldulensis,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T02,2007,,0,32.7,Acer saccharum,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T03,2007,,0,17.5,Populus tremula,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T04,2007,,0,25.4,Tsuga canadensis,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T05,2007,,0,19.2,Quercus robur,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T06,2007,,0,44.9,Populus tremula,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T07,2007,,0,51.0,Populus tremula,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T08,2007,,0,42.6,Eucalyptus camaldulensis,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0097,MEX-0097-T09,2007,,0,55.1,Eperua falcata,18.24948,-99.71812,0.04,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 15
MEX-0098,MEX-0098-T01,1942,,0,47.0,Rhizophora mangle,16.11402,-97.84345,0.1,10.1,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 16
MEX-0098,MEX-0098-T02,1942,,0,44.6,Milicia excelsa,16.11402,-97.84345,0.1,34.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 16
MEX-0098,MEX-0098-T03,1942,,0,11.8,Inga edulis,16.11402,-97.84345,0.1,20.5,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 16
MEX-0098,MEX-0098-T04,1942,,0,14.5,Nothofagus pumilio,16.11402,-97.84345,0.1,31.3,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 16
MEX-0098,MEX-0098-T05,1942,,0,46.6,Nothofagus pumilio,16.11402,-97.84345,0.1,21.2,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 16
MEX-0098,MEX-0098-T06,1942,,0,23.8,Fagus sylvatica,16.11402,-97.84345,0.1,20.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 16
MEX-0099,MEX-0099-T01,2009,,0,29.6,Ocotea aciphylla,21.02013,-95.00171,1.0,35.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T01,2013,2009,0,30.0,Ocotea aciphylla,21.02013,-95.00171,1.0,35.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T02,2009,,0,48.9,Shorea leprosula,21.02013,-95.00171,1.0,25.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T02,2013,2009,0,48.1,Shorea leprosula,21.02013,-95.00171,1.0,25.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T03,2009,,0,57.3,Betula pendula,21.02013,-95.00171,1.0,31.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T03,2013,2009,0,58.0,Betula pendula,21.02013,-95.00171,1.0,31.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T04,2009,,0,48.6,Avicennia germinans,21.02013,-95.00171,1.0,30.7,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T04,2013,2009,0,47.9,Avicennia germinans,21.02013,-95.00171,1.0,30.7,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T05,2009,,0,38.7,Shorea leprosula,21.02013,-95.00171,1.0,25.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T05,2013,2009,0,38.8,Shorea leprosula,21.02013,-95.00171,1.0,25.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T06,2009,,0,38.4,Ocotea aciphylla,21.02013,-95.00171,1.0,29.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T06,2013,2009,0,38.1,Ocotea aciphylla,21.02013,-95.00171,1.0,29.4,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T07,2009,,0,44.4,Rhizophora mangle,21.02013,-95.00171,1.0,12.6,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T07,2013,2009,0,45.0,Rhizophora mangle,21.02013,-95.00171,1.0,12.6,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T08,2009,,0,42.4,Shorea leprosula,21.02013,-95.00171,1.0,8.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T08,2013,2009,0,42.7,Shorea leprosula,21.02013,-95.00171,1.0,8.8,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T09,2009,,0,48.3,Eucalyptus camaldulensis,21.02013,-95.00171,1.0,37.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T09,2013,2009,0,47.5,Eucalyptus camaldulensis,21.02013,-95.00171,1.0,37.9,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T10,2009,,0,39.7,Betula pendula,21.02013,-95.00171,1.0,23.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T10,2013,2009,0,40.4,Betula pendula,21.02013,-95.00171,1.0,23.0,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T11,2009,,0,34.0,Eucalyptus camaldulensis,21.02013,-95.00171,1.0,22.5,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0099,MEX-0099-T11,2013,2009,0,32.9,Eucalyptus camaldulensis,21.02013,-95.00171,1.0,22.5,,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 17
MEX-0100,MEX-0100-T01,1978,,0,23.0,Betula pendula,19.15636,-94.92672,1.0,31.3,3.556,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T01,1982,1978,0,23.0,Betula pendula,19.15636,-94.92672,1.0,31.3,3.556,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T02,1978,,0,53.4,Quercus robur,19.15636,-94.92672,1.0,33.4,3.528,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T02,1982,1978,0,53.2,Quercus robur,19.15636,-94.92672,1.0,33.4,3.528,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T03,1978,,0,41.8,Inga edulis,19.15636,-94.92672,1.0,36.6,2.293,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T03,1982,1978,0,41.5,Inga edulis,19.15636,-94.92672,1.0,36.6,2.293,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T04,1978,,0,60.4,Pinus sylvestris,19.15636,-94.92672,1.0,9.7,2.559,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T04,1982,1978,0,61.0,Pinus sylvestris,19.15636,-94.92672,1.0,9.7,2.559,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T05,1978,,0,54.3,Khaya ivorensis,19.15636,-94.92672,1.0,14.9,3.234,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T05,1982,1978,0,53.0,Khaya ivorensis,19.15636,-94.92672,1.0,14.9,3.234,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T06,1978,,0,47.6,Tsuga canadensis,19.15636,-94.92672,1.0,35.5,4.08,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0100,MEX-0100-T06,1982,1978,0,47.3,Tsuga canadensis,19.15636,-94.92672,1.0,35.5,4.08,Mexico,Deciduous,Tropical dry broadleaf forests,North America,Mexico site 18
MEX-0101,MEX-0101-T01,1973,,0,33.1,Avicennia germinans,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T01,1983,1973,0,32.2,Avicennia germinans,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T02,1973,,0,33.8,Tsuga canadensis,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T02,1983,1973,0,33.0,Tsuga canadensis,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T03,1973,,0,34.3,Quercus ilex,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T03,1983,1973,0,34.6,Quercus ilex,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T04,1973,,0,50.0,Rhizophora mangle,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T04,1983,1973,0,49.5,Rhizophora mangle,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T05,1973,,0,21.6,Quercus robur,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T05,1983,1973,0,22.0,Quercus robur,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T06,1973,,0,35.8,Avicennia germinans,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T06,1983,1973,0,36.5,Avicennia germinans,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T07,1973,,0,44.6,Shorea leprosula,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
MEX-0101,MEX-0101-T07,1983,1973,0,43.7,Shorea leprosula,18.11379,-96.61453,0.1,,,Mexico,Tropical,Tropical dry broadleaf forests,North America,Mexico site 19
